ProductID,LocationID,Shelf,Bin,Quantity,ModifiedDate
974,60,N/A,0,81,2013-04-30 00:00:00.0000000
975,7,N/A,0,73,2013-04-30 00:00:00.0000000
975,60,N/A,0,60,2013-04-30 00:00:00.0000000
976,7,N/A,0,104,2013-04-30 00:00:00.0000000
976,60,N/A,0,123,2013-04-30 00:00:00.0000000
977,7,N/A,0,88,2013-04-30 00:00:00.0000000
977,60,N/A,0,65,2013-04-30 00:00:00.0000000
978,7,N/A,0,91,2013-04-30 00:00:00.0000000
978,60,N/A,0,72,2013-04-30 00:00:00.0000000
979,7,N/A,0,86,2013-04-30 00:00:00.0000000
979,60,N/A,0,78,2013-04-30 00:00:00.0000000
980,7,N/A,0,51,2013-04-30 00:00:00.0000000
980,60,N/A,0,99,2013-04-30 00:00:00.0000000
981,7,N/A,0,86,2013-04-30 00:00:00.0000000
981,60,N/A,0,67,2013-04-30 00:00:00.0000000
982,7,N/A,0,81,2013-04-30 00:00:00.0000000
982,60,N/A,0,73,2013-04-30 00:00:00.0000000
983,7,N/A,0,60,2013-04-30 00:00:00.0000000
983,60,N/A,0,104,2013-04-30 00:00:00.0000000
984,7,N/A,0,81,2013-04-30 00:00:00.0000000
984,60,N/A,0,73,2013-04-30 00:00:00.0000000
985,7,N/A,0,60,2013-04-30 00:00:00.0000000
985,60,N/A,0,104,2013-04-30 00:00:00.0000000
986,7,N/A,0,123,2013-04-30 00:00:00.0000000
986,60,N/A,0,30,2013-04-30 00:00:00.0000000
987,7,N/A,0,99,2013-04-30 00:00:00.0000000
987,60,N/A,0,56,2013-04-30 00:00:00.0000000
988,7,N/A,0,78,2013-04-30 00:00:00.0000000
988,60,N/A,0,116,2013-04-30 00:00:00.0000000
989,7,N/A,0,51,2013-04-30 00:00:00.0000000
989,60,N/A,0,99,2013-04-30 00:00:00.0000000
990,7,N/A,0,86,2013-04-30 00:00:00.0000000
990,60,N/A,0,67,2013-04-30 00:00:00.0000000
991,7,N/A,0,81,2013-04-30 00:00:00.0000000
991,60,N/A,0,73,2013-04-30 00:00:00.0000000
992,7,N/A,0,60,2013-04-30 00:00:00.0000000
992,60,N/A,0,104,2013-04-30 00:00:00.0000000
993,7,N/A,0,123,2013-04-30 00:00:00.0000000
993,60,N/A,0,30,2013-04-30 00:00:00.0000000
994,1,A,3,244,2013-04-30 00:00:00.0000000
994,6,B,6,358,2013-04-30 00:00:00.0000000
994,50,A,7,212,2013-04-30 00:00:00.0000000
995,1,A,4,230,2013-04-30 00:00:00.0000000
995,6,B,7,321,2013-04-30 00:00:00.0000000
995,50,A,8,265,2013-04-30 00:00:00.0000000
996,1,A,5,321,2013-04-30 00:00:00.0000000
996,6,B,8,475,2013-04-30 00:00:00.0000000
996,50,A,9,174,2013-04-30 00:00:00.0000000
997,7,N/A,0,123,2013-04-30 00:00:00.0000000
997,60,N/A,0,30,2013-04-30 00:00:00.0000000
998,7,N/A,0,99,2013-04-30 00:00:00.0000000
998,60,N/A,0,56,2013-04-30 00:00:00.0000000
999,7,N/A,0,78,2013-04-30 00:00:00.0000000
999,60,N/A,0,116,2013-04-30 00:00:00.0000000
